Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000124243,chr20,49411431,49493714,2084,+,51.04,q13.13,protein_coding,BCAS4,breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:14367]
ENSG00000128833,chr15,52484519,52587995,10045,-,45.56,q21.2,protein_coding,MYO5C,myosin VC [Source:HGNC Symbol;Acc:7604]
ENSG00000170085,chr5,175665365,175772994,5702,+,42.19,q35.2,protein_coding,SIMC1,SUMO-interacting motifs containing 1 [Source:HGNC Symbol;Acc:24779]
ENSG00000125818,chr20,1093906,1160596,4896,+,44.27,p13,protein_coding,PSMF1,"proteasome (prosome, macropain) inhibitor subunit 1 (PI31) [Source:HGNC Symbol;Acc:9571]"
ENSG00000205078,chr16,77233294,77247112,1244,+,46.1,q23.1,protein_coding,SYCE1L,synaptonemal complex central element protein 1-like [Source:HGNC Symbol;Acc:37236]
ENSG00000243335,chr7,66093868,66276446,9128,+,45.48,q11.21,protein_coding,KCTD7,potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:21957]
ENSG00000118680,chr18,3261907,3278282,1761,+,40.39,p11.31,protein_coding,MYL12B,"myosin, light chain 12B, regulatory [Source:HGNC Symbol;Acc:29827]"
ENSG00000143207,chr1,175913967,176176629,4299,-,36.32,q25.2,protein_coding,RFWD2,"ring finger and WD repeat domain 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17440]"
ENSG00000130560,chr9,138824815,138853226,2979,-,51.82,q34.3,protein_coding,UBAC1,UBA domain containing 1 [Source:HGNC Symbol;Acc:30221]
ENSG00000153574,chr2,88991162,89050452,1848,+,41.24,p11.2,protein_coding,RPIA,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:10297]
ENSG00000152270,chr11,14665269,14892350,10467,+,37.01,p15.2,protein_coding,PDE3B,"phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:8779]"
ENSG00000187010,chr1,25598884,25656936,3313,+,46.66,p36.11,protein_coding,RHD,"Rh blood group, D antigen [Source:HGNC Symbol;Acc:10009]"
ENSG00000163249,chr2,208576264,208626563,4707,+,41.55,q33.3,protein_coding,CCNYL1,cyclin Y-like 1 [Source:HGNC Symbol;Acc:26868]
ENSG00000158636,chr11,76155967,76264069,11783,+,37.68,q13.5,protein_coding,C11orf30,chromosome 11 open reading frame 30 [Source:HGNC Symbol;Acc:18071]
ENSG00000121552,chr3,122044091,122060819,1373,+,41.8,q21.1,protein_coding,CSTA,cystatin A (stefin A) [Source:HGNC Symbol;Acc:2481]
ENSG00000078369,chr1,1716729,1822495,6351,-,46.68,p36.33,protein_coding,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:HGNC Symbol;Acc:4396]"
ENSG00000145075,chr3,180320646,180588793,7695,-,36.98,q26.33,protein_coding,CCDC39,coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:25244]
ENSG00000104450,chr8,101170134,101271506,5054,+,40.18,q22.2,protein_coding,SPAG1,sperm associated antigen 1 [Source:HGNC Symbol;Acc:11212]
ENSG00000114902,chr3,52738971,52742182,2344,+,53.61,p21.1,protein_coding,SPCS1,signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23401]
ENSG00000113555,chr5,141323150,141349304,6818,-,48.79,q31.3,protein_coding,PCDH12,protocadherin 12 [Source:HGNC Symbol;Acc:8657]
ENSG00000074410,chr15,63613577,63674360,7313,-,48.45,q22.2,protein_coding,CA12,carbonic anhydrase XII [Source:HGNC Symbol;Acc:1371]
ENSG00000129946,chr19,416583,460996,4796,-,58.69,p13.3,protein_coding,SHC2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:HGNC Symbol;Acc:29869]
ENSG00000125868,chr20,17550508,17590564,3851,+,39.56,p12.1,protein_coding,DSTN,destrin (actin depolymerizing factor) [Source:HGNC Symbol;Acc:15750]
ENSG00000115289,chr2,74732170,74735707,2629,-,56.33,p13.1,protein_coding,PCGF1,polycomb group ring finger 1 [Source:HGNC Symbol;Acc:17615]
ENSG00000129003,chr15,62144588,62352672,16791,-,34.88,q22.2,protein_coding,VPS13C,vacuolar protein sorting 13 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:23594]
ENSG00000198492,chr1,29063133,29096287,3859,+,43.57,p35.3,protein_coding,YTHDF2,"YTH domain family, member 2 [Source:HGNC Symbol;Acc:31675]"
ENSG00000120029,chr10,103605356,103815950,4747,-,42.35,q24.32,protein_coding,C10orf76,chromosome 10 open reading frame 76 [Source:HGNC Symbol;Acc:25788]
ENSG00000168333,chr8,49966870,49988649,2059,+,38.86,q11.21,protein_coding,C8orf22,chromosome 8 open reading frame 22 [Source:HGNC Symbol;Acc:31745]
ENSG00000101166,chr20,57608200,57617964,2977,-,40.89,q13.32,protein_coding,SLMO2,slowmo homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:15892]
ENSG00000135248,chr7,128349115,128371797,2489,+,44.31,q32.1,protein_coding,FAM71F1,"family with sequence similarity 71, member F1 [Source:HGNC Symbol;Acc:30704]"
ENSG00000102100,chrX,48760459,48769235,3183,-,52.03,p11.23,protein_coding,SLC35A2,"solute carrier family 35 (UDP-galactose transporter), member A2 [Source:HGNC Symbol;Acc:11022]"
ENSG00000148158,chr9,115513118,115643951,11578,+,44.26,q32,protein_coding,SNX30,sorting nexin family member 30 [Source:HGNC Symbol;Acc:23685]
ENSG00000166441,chr11,8703958,8736306,7193,+,50.57,p15.4,protein_coding,RPL27A,ribosomal protein L27a [Source:HGNC Symbol;Acc:10329]
ENSG00000137962,chr1,94614544,94740624,15524,-,38.07,p21.3,protein_coding,ARHGAP29,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:30207]
ENSG00000092929,chr17,73823306,73840798,7752,-,59.67,q25.1,protein_coding,UNC13D,unc-13 homolog D (C. elegans) [Source:HGNC Symbol;Acc:23147]
ENSG00000186642,chr11,72287185,72385635,7182,-,55.35,q13.4,protein_coding,PDE2A,"phosphodiesterase 2A, cGMP-stimulated [Source:HGNC Symbol;Acc:8777]"
ENSG00000166169,chr10,103338639,103348027,5734,-,52.96,q24.32,protein_coding,POLL,"polymerase (DNA directed), lambda [Source:HGNC Symbol;Acc:9184]"
ENSG00000272573,chr3,52867130,52869235,902,-,57.22,p21.1,protein_coding,MUSTN1,"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:22144]"
ENSG00000066136,chr1,41157320,41237275,5990,+,42.65,p34.2,protein_coding,NFYC,"nuclear transcription factor Y, gamma [Source:HGNC Symbol;Acc:7806]"
ENSG00000130254,chr19,5587010,5624057,6222,-,49.34,p13.3,protein_coding,SAFB2,scaffold attachment factor B2 [Source:HGNC Symbol;Acc:21605]
ENSG00000145817,chr5,143537723,143550278,3701,-,35.8,q31.3,protein_coding,YIPF5,"Yip1 domain family, member 5 [Source:HGNC Symbol;Acc:24877]"
ENSG00000126698,chr1,28525967,28559536,2609,-,43.16,p35.3,protein_coding,DNAJC8,"DnaJ (Hsp40) homolog, subfamily C, member 8 [Source:HGNC Symbol;Acc:15470]"
ENSG00000115486,chr2,85771846,85788670,9098,-,46.19,p11.2,protein_coding,GGCX,gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:4247]
ENSG00000166224,chr10,72575717,72640930,6257,+,41.07,q22.1,protein_coding,SGPL1,sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:10817]
ENSG00000096996,chr19,18169805,18209754,4298,-,51.1,p13.11,protein_coding,IL12RB1,"interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]"
ENSG00000148396,chr9,139334549,139372141,12102,-,52.95,q34.3,protein_coding,SEC16A,SEC16 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:29006]
ENSG00000157445,chr3,54156574,55108584,4670,+,42.18,p21.1,protein_coding,CACNA2D3,"calcium channel, voltage-dependent, alpha 2/delta subunit 3 [Source:HGNC Symbol;Acc:15460]"
ENSG00000133321,chr11,63304281,63313934,1299,+,48.52,q12.3,protein_coding,RARRES3,retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:9869]
ENSG00000076928,chr19,42387228,42434302,8630,+,58.26,q13.2,protein_coding,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:681]
ENSG00000188582,chr3,142668006,142682178,3820,-,40.95,q23,protein_coding,PAQR9,progestin and adipoQ receptor family member IX [Source:HGNC Symbol;Acc:30131]
ENSG00000261115,chr7,140774032,141180180,10618,+,43.27,q34,protein_coding,TMEM178B,transmembrane protein 178B [Source:HGNC Symbol;Acc:44112]
ENSG00000178338,chr5,178286954,178315123,3750,+,44.33,q35.3,protein_coding,ZNF354B,zinc finger protein 354B [Source:HGNC Symbol;Acc:17197]
ENSG00000080819,chr3,98239976,98312567,3666,-,38.07,q12.1,protein_coding,CPOX,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:2321]
ENSG00000160712,chr1,154377669,154441926,6343,+,49.12,q21.3,protein_coding,IL6R,interleukin 6 receptor [Source:HGNC Symbol;Acc:6019]
ENSG00000128228,chr22,21996550,21998587,1099,+,62.46,q11.21,protein_coding,SDF2L1,stromal cell-derived factor 2-like 1 [Source:HGNC Symbol;Acc:10676]
ENSG00000143753,chr1,224363458,224381143,2515,+,46.06,q42.11,protein_coding,DEGS1,"delta(4)-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:13709]"
ENSG00000093000,chr22,45559722,45583896,8318,+,43.62,q13.31,protein_coding,NUP50,nucleoporin 50kDa [Source:HGNC Symbol;Acc:8065]
ENSG00000150337,chr1,149754227,149764074,2998,+,41.93,q21.2,protein_coding,FCGR1A,"Fc fragment of IgG, high affinity Ia, receptor (CD64) [Source:HGNC Symbol;Acc:3613]"
ENSG00000174456,chr12,110465872,110511491,5998,-,45.82,q24.11,protein_coding,C12orf76,chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:33790]
ENSG00000141562,chr17,80416056,80448413,7939,+,51.72,q25.3,protein_coding,NARF,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:29916]
ENSG00000083807,chr19,58990879,59023780,8025,-,51.36,q13.43,protein_coding,SLC27A5,"solute carrier family 27 (fatty acid transporter), member 5 [Source:HGNC Symbol;Acc:10999]"
ENSG00000010539,chr16,3272325,3286221,7498,-,43.66,p13.3,protein_coding,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]
ENSG00000139620,chr12,49047184,49076021,3386,-,41.97,q13.11,protein_coding,KANSL2,KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:26024]
ENSG00000197122,chr20,35973088,36034453,6531,+,54.1,q11.23,protein_coding,SRC,v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog [Source:HGNC Symbol;Acc:11283]
ENSG00000256525,chr17,62473902,62493154,3388,-,41.33,q23.3,protein_coding,POLG2,"polymerase (DNA directed), gamma 2, accessory subunit [Source:HGNC Symbol;Acc:9180]"
ENSG00000143222,chr1,161122566,161128646,2274,+,46.11,q23.3,protein_coding,UFC1,ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:26941]
ENSG00000163923,chr3,186838736,186898696,1060,-,41.84,q27.3,protein_coding,RPL39L,ribosomal protein L39-like [Source:HGNC Symbol;Acc:17094]
ENSG00000101624,chr18,12661832,12702776,6158,-,40.84,p11.21,protein_coding,CEP76,centrosomal protein 76kDa [Source:HGNC Symbol;Acc:25727]
ENSG00000175826,chr17,7146910,7155810,2584,-,52.53,p13.1,protein_coding,CTDNEP1,CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:19085]
ENSG00000124486,chrX,40944888,41095832,13962,+,38.5,p11.4,protein_coding,USP9X,"ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:12632]"
ENSG00000101773,chr18,20378224,20606451,5091,+,37.83,q11.2,protein_coding,RBBP8,retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:9891]
ENSG00000074054,chr2,122095352,122407163,11099,-,41.05,q14.3,protein_coding,CLASP1,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:17088]
ENSG00000180900,chr8,144873090,144897549,6192,-,62.5,q24.3,protein_coding,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377]
ENSG00000023902,chr1,150121373,150136916,6629,+,51.61,q21.2,protein_coding,PLEKHO1,"pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]"
ENSG00000180488,chr1,78245309,78344106,8476,+,39.67,p31.1,protein_coding,FAM73A,"family with sequence similarity 73, member A [Source:HGNC Symbol;Acc:24741]"
ENSG00000254726,chr1,156041804,156051789,6124,-,53.44,q22,protein_coding,MEX3A,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:33482]
ENSG00000089199,chr20,5892076,5906007,4535,+,42.87,p12.3,protein_coding,CHGB,chromogranin B (secretogranin 1) [Source:HGNC Symbol;Acc:1930]
ENSG00000115419,chr2,191745553,191830278,9827,+,35.11,q32.2,protein_coding,GLS,glutaminase [Source:HGNC Symbol;Acc:4331]
ENSG00000163945,chr4,1341054,1381837,7830,+,59.09,p16.3,protein_coding,UVSSA,UV-stimulated scaffold protein A [Source:HGNC Symbol;Acc:29304]
ENSG00000109775,chr4,186320694,186347139,2781,-,38.42,q35.1,protein_coding,UFSP2,UFM1-specific peptidase 2 [Source:HGNC Symbol;Acc:25640]
ENSG00000136828,chr9,129677053,129985445,10507,+,46.49,q33.3,protein_coding,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]
ENSG00000158623,chr7,130146089,130353598,2129,-,39.94,q32.2,protein_coding,COPG2,"coatomer protein complex, subunit gamma 2 [Source:HGNC Symbol;Acc:2237]"
ENSG00000140465,chr15,75011883,75017951,3435,-,51.33,q24.1,protein_coding,CYP1A1,"cytochrome P450, family 1, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2595]"
ENSG00000167716,chr17,1619817,1641893,7913,+,57.66,p13.3,protein_coding,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:26600]
ENSG00000139641,chr12,56512034,56538455,5493,+,50.49,q13.2,protein_coding,ESYT1,extended synaptotagmin-like protein 1 [Source:HGNC Symbol;Acc:29534]
ENSG00000170915,chr6,52226219,52272575,5057,+,42.53,p12.2,protein_coding,PAQR8,progestin and adipoQ receptor family member VIII [Source:HGNC Symbol;Acc:15708]
ENSG00000181827,chr15,56379478,56535483,7670,-,37.13,q21.3,protein_coding,RFX7,"regulatory factor X, 7 [Source:HGNC Symbol;Acc:25777]"
ENSG00000111269,chr12,12764761,12798042,3922,+,40.66,p13.2,protein_coding,CREBL2,cAMP responsive element binding protein-like 2 [Source:HGNC Symbol;Acc:2350]
ENSG00000109466,chr4,166128770,166244308,3872,+,38.15,q32.3,protein_coding,KLHL2,kelch-like family member 2 [Source:HGNC Symbol;Acc:6353]
ENSG00000214562,chr10,89117425,89130452,6985,+,56.96,q23.2,protein_coding,NUTM2D,NUT family member 2D [Source:HGNC Symbol;Acc:23447]
ENSG00000111707,chr12,118814185,118855840,5758,+,44.48,q24.23,protein_coding,SUDS3,suppressor of defective silencing 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29545]
ENSG00000005486,chr7,75471920,75518244,2441,+,47.79,q11.23,protein_coding,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:23082]
ENSG00000145808,chr5,128795958,129074376,5408,+,34.94,q23.3,protein_coding,ADAMTS19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19 [Source:HGNC Symbol;Acc:17111]"
ENSG00000187837,chr6,26055968,26056699,732,-,56.42,p22.2,protein_coding,HIST1H1C,"histone cluster 1, H1c [Source:HGNC Symbol;Acc:4716]"
ENSG00000148516,chr10,31607424,31818742,8561,+,36.04,p11.22,protein_coding,ZEB1,zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:11642]
ENSG00000063241,chr19,55964352,55973710,4408,-,56.69,q13.42,protein_coding,ISOC2,isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:26278]
ENSG00000205133,chr8,93895758,94029901,6724,-,34.5,q22.1,protein_coding,TRIQK,triple QxxK/R motif containing [Source:HGNC Symbol;Acc:27828]
ENSG00000187193,chr16,56716336,56718108,1773,+,54.03,q13,protein_coding,MT1X,metallothionein 1X [Source:HGNC Symbol;Acc:7405]
ENSG00000131652,chr16,3074028,3077756,1860,+,57.25,p13.3,protein_coding,THOC6,THO complex 6 homolog (Drosophila) [Source:HGNC Symbol;Acc:28369]
ENSG00000221883,chr3,48955221,48956818,1598,-,61.45,p21.31,protein_coding,ARIH2OS,ariadne homolog 2 opposite strand [Source:HGNC Symbol;Acc:34425]
ENSG00000154079,chr6,71276620,71299272,1440,+,40.87,q13,protein_coding,C6orf57,chromosome 6 open reading frame 57 [Source:HGNC Symbol;Acc:20957]
ENSG00000122692,chr9,33041762,33076665,7130,-,41.17,p21.1,protein_coding,SMU1,smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:HGNC Symbol;Acc:18247]
ENSG00000231389,chr6,33032346,33048552,5748,-,42.77,p21.32,protein_coding,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:4938]"
ENSG00000170144,chr2,178077291,178088686,6033,+,40.0,q31.2,protein_coding,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:24941]
ENSG00000158290,chrX,119658464,119709649,7031,-,39.25,q24,protein_coding,CUL4B,cullin 4B [Source:HGNC Symbol;Acc:2555]
ENSG00000186153,chr16,78133310,79246564,4886,+,42.64,q23.1,protein_coding,WWOX,WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:12799]
ENSG00000146802,chr7,112402437,112430647,7995,-,35.46,q31.1,protein_coding,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:25826]
ENSG00000161956,chr17,7465192,7475287,3669,+,51.55,p13.1,protein_coding,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3 [Source:HGNC Symbol;Acc:17862]
ENSG00000125505,chr19,54677107,54693733,5291,-,55.06,q13.42,protein_coding,MBOAT7,membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:15505]
ENSG00000129993,chr16,88941266,89043612,5972,-,60.67,q24.3,protein_coding,CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3 [Source:HGNC Symbol;Acc:1537]"
ENSG00000157191,chr1,16767167,16786573,5559,+,49.4,p36.13,protein_coding,NECAP2,NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:25528]
ENSG00000163608,chr3,112721287,112738708,6494,-,39.07,q13.2,protein_coding,C3orf17,chromosome 3 open reading frame 17 [Source:HGNC Symbol;Acc:24496]
ENSG00000102543,chr13,49822047,49867618,3874,+,38.44,q14.2,protein_coding,CDADC1,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:20299]
ENSG00000107249,chr9,3824127,4348392,11558,-,40.19,p24.2,protein_coding,GLIS3,GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:28510]
ENSG00000133657,chr3,194123401,194219093,10099,-,38.74,q29,protein_coding,ATP13A3,ATPase type 13A3 [Source:HGNC Symbol;Acc:24113]
ENSG00000133318,chr11,63448918,63527363,5792,+,42.12,q13.1,protein_coding,RTN3,reticulon 3 [Source:HGNC Symbol;Acc:10469]
ENSG00000007520,chr16,1399241,1401912,1243,-,62.57,p13.3,protein_coding,TSR3,"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14175]"
ENSG00000130348,chr6,107077453,107116292,5453,+,39.53,q21,protein_coding,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:HGNC Symbol;Acc:21020]
ENSG00000149968,chr11,102706532,102714534,2048,-,38.16,q22.2,protein_coding,MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase) [Source:HGNC Symbol;Acc:7173]"
ENSG00000155090,chr8,103661007,103668130,4003,-,48.47,q22.3,protein_coding,KLF10,Kruppel-like factor 10 [Source:HGNC Symbol;Acc:11810]
ENSG00000185686,chr22,22890123,22901768,3778,-,50.01,q11.22,protein_coding,PRAME,preferentially expressed antigen in melanoma [Source:HGNC Symbol;Acc:9336]
ENSG00000146143,chr6,57179603,57513375,4665,+,37.36,p11.2,protein_coding,PRIM2,"primase, DNA, polypeptide 2 (58kDa) [Source:HGNC Symbol;Acc:9370]"
ENSG00000253729,chr8,48685669,48872743,15416,-,41.93,q11.21,protein_coding,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:9413]"
ENSG00000119523,chr9,101978708,101984238,2980,-,42.69,q22.33,protein_coding,ALG2,"ALG2, alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:23159]"
ENSG00000119185,chr2,9543604,9563676,6678,-,45.09,p25.1,protein_coding,ITGB1BP1,integrin beta 1 binding protein 1 [Source:HGNC Symbol;Acc:23927]
ENSG00000198168,chr11,22835345,22851845,5263,-,36.62,p14.3,protein_coding,SVIP,small VCP/p97-interacting protein [Source:HGNC Symbol;Acc:25238]
ENSG00000106483,chr7,37945543,38065297,3597,-,39.07,p14.1,protein_coding,SFRP4,secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]
ENSG00000070614,chr5,149865381,149937773,9043,+,52.04,q33.1,protein_coding,NDST1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 [Source:HGNC Symbol;Acc:7680]
ENSG00000198755,chr6,35436185,35438562,1501,+,57.02,p21.31,protein_coding,RPL10A,ribosomal protein L10a [Source:HGNC Symbol;Acc:10299]
ENSG00000203786,chr1,152730506,152734529,2523,+,52.51,q21.3,protein_coding,KPRP,keratinocyte proline-rich protein [Source:HGNC Symbol;Acc:31823]
ENSG00000216937,chr10,32735068,32863492,5690,+,37.57,p11.22,protein_coding,CCDC7,coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:26533]
ENSG00000083635,chr13,45513384,45563618,3492,-,38.71,q14.12,protein_coding,NUFIP1,nuclear fragile X mental retardation protein interacting protein 1 [Source:HGNC Symbol;Acc:8057]
ENSG00000110696,chr11,16634679,16778428,8675,+,38.23,p15.1,protein_coding,C11orf58,chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:16990]
ENSG00000235750,chr1,175126123,175162135,4779,-,44.88,q25.1,protein_coding,KIAA0040,KIAA0040 [Source:HGNC Symbol;Acc:28950]
ENSG00000115593,chr2,88367299,88412906,4600,+,44.64,p11.2,protein_coding,SMYD1,SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:20986]
ENSG00000006625,chr7,30536237,30591095,1905,-,42.02,p14.3,protein_coding,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:21705]
ENSG00000160791,chr3,46411633,46417697,3883,+,42.93,p21.31,protein_coding,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:1606]
ENSG00000124383,chr2,71357444,71377231,4673,+,40.5,p13.3,protein_coding,MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:HGNC Symbol;Acc:7213]
ENSG00000140563,chr15,94774767,95023632,9429,+,38.26,q26.2,protein_coding,MCTP2,"multiple C2 domains, transmembrane 2 [Source:HGNC Symbol;Acc:25636]"
ENSG00000187609,chr9,140201348,140317714,7626,-,57.01,q34.3,protein_coding,EXD3,exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:26023]
ENSG00000103254,chr16,770581,772601,1923,+,71.94,p13.3,protein_coding,FAM173A,"family with sequence similarity 173, member A [Source:HGNC Symbol;Acc:14152]"
ENSG00000011009,chr1,24117460,24122029,2196,+,62.39,p36.11,protein_coding,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:6738]
ENSG00000133119,chr13,34392186,34540695,2874,+,37.82,q13.2,protein_coding,RFC3,"replication factor C (activator 1) 3, 38kDa [Source:HGNC Symbol;Acc:9971]"
ENSG00000218739,chr2,37423631,37443336,4698,+,38.06,p22.2,protein_coding,CEBPZ-AS1,CEBPZ antisense RNA 1 [Source:HGNC Symbol;Acc:49288]
ENSG00000164404,chr5,132196873,132202576,3103,-,45.32,q31.1,protein_coding,GDF9,growth differentiation factor 9 [Source:HGNC Symbol;Acc:4224]
ENSG00000234284,chr5,178450753,178462065,3883,+,43.57,q35.3,protein_coding,ZNF879,zinc finger protein 879 [Source:HGNC Symbol;Acc:37273]
ENSG00000116198,chr1,3728645,3773778,7876,-,47.92,p36.32,protein_coding,CEP104,centrosomal protein 104kDa [Source:HGNC Symbol;Acc:24866]
ENSG00000180398,chr2,47129009,47168994,5994,-,45.38,p21,protein_coding,MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:18451]
ENSG00000152078,chr1,95582894,95663163,7402,+,39.0,p21.3,protein_coding,TMEM56,transmembrane protein 56 [Source:HGNC Symbol;Acc:26477]
ENSG00000130035,chr12,4829507,4960277,3231,+,43.79,p13.32,protein_coding,GALNT8,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8) [Source:HGNC Symbol;Acc:4130]
ENSG00000172738,chr6,37179956,37225931,2737,-,43.72,p21.2,protein_coding,TMEM217,transmembrane protein 217 [Source:HGNC Symbol;Acc:21238]
ENSG00000149782,chr11,64018995,64036622,4964,+,60.32,q13.1,protein_coding,PLCB3,"phospholipase C, beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9056]"
ENSG00000004779,chr16,23592323,23607677,1600,-,48.8,p12.2,protein_coding,NDUFAB1,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa [Source:HGNC Symbol;Acc:7694]"
ENSG00000125675,chrX,122318006,122624766,6883,+,39.27,q25,protein_coding,GRIA3,"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:4573]"
ENSG00000153531,chr13,114076260,114107839,2308,-,53.83,q34,protein_coding,ADPRHL1,ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:21303]
ENSG00000089486,chr16,4560676,4588829,4268,-,51.97,p13.3,protein_coding,CDIP1,cell death-inducing p53 target 1 [Source:HGNC Symbol;Acc:13234]
ENSG00000130770,chr1,28562620,28573417,2225,+,44.37,p35.3,protein_coding,ATPIF1,ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:871]
ENSG00000213931,chr11,5289582,5526847,921,-,38.96,p15.4,protein_coding,HBE1,"hemoglobin, epsilon 1 [Source:HGNC Symbol;Acc:4830]"
ENSG00000164106,chr4,174305852,174327531,5396,-,37.62,q34.1,protein_coding,SCRG1,stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:17036]
ENSG00000101407,chr20,36611409,36661870,4122,-,43.33,q11.23,protein_coding,TTI1,TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:29029]
ENSG00000114270,chr3,48601506,48632700,11071,-,60.13,p21.31,protein_coding,COL7A1,"collagen, type VII, alpha 1 [Source:HGNC Symbol;Acc:2214]"
ENSG00000111300,chr12,112464500,112546826,10121,-,41.42,q24.13,protein_coding,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:25783]"
